date,weekday,dish_name,category,price_level,temperature_c,is_holiday,cooked_qty,sold_qty,wasted_qty
2025-07-23,Wednesday,Beef Stew,Main,High,1.8,0,109,97,12
2025-07-23,Wednesday,Veg Pasta,Veg,Low,1.8,0,89,82,7
2025-07-23,Wednesday,Rice,Side,Low,1.8,0,170,160,10
2025-07-23,Wednesday,Chocolate Pudding,Dessert,Medium,1.8,0,84,78,6
2025-07-24,Thursday,Chicken Curry,Main,Medium,13.4,0,117,103,14
2025-07-24,Thursday,Beef Stew,Main,High,13.4,0,109,96,13
2025-07-24,Thursday,Veg Pasta,Veg,Low,13.4,0,88,78,10
2025-07-24,Thursday,Rice,Side,Low,13.4,0,158,145,13
2025-07-24,Thursday,Chocolate Pudding,Dessert,Medium,13.4,0,73,67,6
2025-07-25,Friday,Chicken Curry,Main,Medium,11.7,0,176,157,19
2025-07-25,Friday,Beef Stew,Main,High,11.7,0,121,109,12
2025-07-25,Friday,Veg Pasta,Veg,Low,11.7,0,113,107,6
2025-07-25,Friday,Rice,Side,Low,11.7,0,194,170,24
2025-07-25,Friday,Chocolate Pudding,Dessert,Medium,11.7,0,93,88,5
2025-07-28,Monday,Chicken Curry,Main,Medium,11.0,0,138,129,9
2025-07-28,Monday,Beef Stew,Main,High,11.0,0,116,108,8
2025-07-28,Monday,Veg Pasta,Veg,Low,11.0,0,113,101,12
2025-07-28,Monday,Rice,Side,Low,11.0,0,181,172,9
2025-07-28,Monday,Chocolate Pudding,Dessert,Medium,11.0,0,82,75,7
2025-07-29,Tuesday,Chicken Curry,Main,Medium,-5.0,0,152,134,18
2025-07-29,Tuesday,Beef Stew,Main,High,-5.0,0,120,105,15
2025-07-29,Tuesday,Veg Pasta,Veg,Low,-5.0,0,103,98,5
2025-07-29,Tuesday,Rice,Side,Low,-5.0,0,143,128,15
2025-07-29,Tuesday,Chocolate Pudding,Dessert,Medium,-5.0,0,80,70,10
2025-07-30,Wednesday,Chicken Curry,Main,Medium,19.9,0,112,102,10
2025-07-30,Wednesday,Beef Stew,Main,High,19.9,0,108,98,10
2025-07-30,Wednesday,Veg Pasta,Veg,Low,19.9,0,92,85,7
2025-07-30,Wednesday,Rice,Side,Low,19.9,0,141,125,16
2025-07-30,Wednesday,Chocolate Pudding,Dessert,Medium,19.9,0,68,62,6
2025-07-31,Thursday,Chicken Curry,Main,Medium,1.8,0,141,126,15
2025-07-31,Thursday,Beef Stew,Main,High,1.8,0,117,106,11
2025-07-31,Thursday,Veg Pasta,Veg,Low,1.8,0,96,91,5
2025-07-31,Thursday,Rice,Side,Low,1.8,0,142,134,8
2025-07-31,Thursday,Chocolate Pudding,Dessert,Medium,1.8,0,64,56,8
2025-08-01,Friday,Chicken Curry,Main,Medium,16.4,0,160,147,13
2025-08-01,Friday,Beef Stew,Main,High,16.4,0,126,120,6
2025-08-01,Friday,Veg Pasta,Veg,Low,16.4,0,132,120,12
2025-08-01,Friday,Rice,Side,Low,16.4,0,166,158,8
2025-08-01,Friday,Chocolate Pudding,Dessert,Medium,16.4,0,100,89,11
2025-08-04,Monday,Chicken Curry,Main,Medium,5.5,0,133,123,10
2025-08-04,Monday,Beef Stew,Main,High,5.5,0,118,111,7
2025-08-04,Monday,Veg Pasta,Veg,Low,5.5,0,126,111,15
2025-08-04,Monday,Rice,Side,Low,5.5,0,172,150,22
2025-08-04,Monday,Chocolate Pudding,Dessert,Medium,5.5,0,75,67,8
2025-08-05,Tuesday,Chicken Curry,Main,Medium,20.8,0,130,119,11
2025-08-05,Tuesday,Beef Stew,Main,High,20.8,0,115,102,13
2025-08-05,Tuesday,Veg Pasta,Veg,Low,20.8,0,91,84,7
2025-08-05,Tuesday,Rice,Side,Low,20.8,0,152,141,11
2025-08-05,Tuesday,Chocolate Pudding,Dessert,Medium,20.8,0,68,61,7
2025-08-06,Wednesday,Chicken Curry,Main,Medium,30.0,0,127,117,10
2025-08-06,Wednesday,Beef Stew,Main,High,30.0,0,95,90,5
2025-08-06,Wednesday,Veg Pasta,Veg,Low,30.0,0,96,86,10
2025-08-06,Wednesday,Rice,Side,Low,30.0,0,135,119,16
2025-08-06,Wednesday,Chocolate Pudding,Dessert,Medium,30.0,0,77,68,9
2025-08-07,Thursday,Chicken Curry,Main,Medium,8.7,0,132,116,16
2025-08-07,Thursday,Beef Stew,Main,High,8.7,0,100,92,8
2025-08-07,Thursday,Veg Pasta,Veg,Low,8.7,0,103,93,10
2025-08-07,Thursday,Rice,Side,Low,8.7,0,160,140,20
2025-08-07,Thursday,Chocolate Pudding,Dessert,Medium,8.7,0,84,77,7
2025-08-08,Friday,Chicken Curry,Main,Medium,1.4,0,162,149,13
2025-08-08,Friday,Beef Stew,Main,High,1.4,0,148,132,16
2025-08-08,Friday,Veg Pasta,Veg,Low,1.4,0,149,131,18
2025-08-08,Friday,Rice,Side,Low,1.4,0,182,171,11
2025-08-08,Friday,Chocolate Pudding,Dessert,Medium,1.4,0,93,82,11
2025-08-11,Monday,Chicken Curry,Main,Medium,13.7,0,156,145,11
2025-08-11,Monday,Beef Stew,Main,High,13.7,0,132,121,11
2025-08-11,Monday,Veg Pasta,Veg,Low,13.7,0,106,98,8
2025-08-11,Monday,Rice,Side,Low,13.7,0,183,169,14
2025-08-11,Monday,Chocolate Pudding,Dessert,Medium,13.7,0,81,76,5
2025-08-12,Tuesday,Chicken Curry,Main,Medium,20.4,0,134,125,9
2025-08-12,Tuesday,Beef Stew,Main,High,20.4,0,105,96,9
2025-08-12,Tuesday,Veg Pasta,Veg,Low,20.4,0,93,83,10
2025-08-12,Tuesday,Rice,Side,Low,20.4,0,166,153,13
2025-08-12,Tuesday,Chocolate Pudding,Dessert,Medium,20.4,0,88,78,10
2025-08-13,Wednesday,Chicken Curry,Main,Medium,16.0,0,120,113,7
2025-08-13,Wednesday,Beef Stew,Main,High,16.0,0,96,86,10
2025-08-13,Wednesday,Veg Pasta,Veg,Low,16.0,0,98,93,5
2025-08-13,Wednesday,Rice,Side,Low,16.0,0,145,136,9
2025-08-13,Wednesday,Chocolate Pudding,Dessert,Medium,16.0,0,73,65,8
2025-08-14,Thursday,Chicken Curry,Main,Medium,20.7,0,117,107,10
2025-08-14,Thursday,Beef Stew,Main,High,20.7,0,95,91,4
2025-08-14,Thursday,Veg Pasta,Veg,Low,20.7,0,91,85,6
2025-08-14,Thursday,Rice,Side,Low,20.7,0,164,145,19
2025-08-14,Thursday,Chocolate Pudding,Dessert,Medium,20.7,0,79,71,8
2025-08-15,Friday,Chicken Curry,Main,Medium,18.3,0,171,150,21
2025-08-15,Friday,Beef Stew,Main,High,18.3,0,128,121,7
2025-08-15,Friday,Veg Pasta,Veg,Low,18.3,0,130,119,11
2025-08-15,Friday,Rice,Side,Low,18.3,0,193,175,18
2025-08-15,Friday,Chocolate Pudding,Dessert,Medium,18.3,0,85,79,6
2025-08-18,Monday,Chicken Curry,Main,Medium,6.6,0,149,131,18
2025-08-18,Monday,Beef Stew,Main,High,6.6,0,125,116,9
2025-08-18,Monday,Veg Pasta,Veg,Low,6.6,0,108,95,13
2025-08-18,Monday,Rice,Side,Low,6.6,0,171,163,8
2025-08-18,Monday,Chocolate Pudding,Dessert,Medium,6.6,0,91,80,11
2025-08-19,Tuesday,Chicken Curry,Main,Medium,2.6,0,146,136,10
2025-08-19,Tuesday,Beef Stew,Main,High,2.6,0,114,108,6
2025-08-19,Tuesday,Veg Pasta,Veg,Low,2.6,0,116,108,8
2025-08-19,Tuesday,Rice,Side,Low,2.6,0,157,146,11
2025-08-19,Tuesday,Chocolate Pudding,Dessert,Medium,2.6,0,78,71,7
2025-08-20,Wednesday,Chicken Curry,Main,Medium,1.5,0,114,109,5
2025-08-20,Wednesday,Beef Stew,Main,High,1.5,0,121,107,14
2025-08-20,Wednesday,Veg Pasta,Veg,Low,1.5,0,108,102,6
2025-08-20,Wednesday,Rice,Side,Low,1.5,0,155,138,17
2025-08-20,Wednesday,Chocolate Pudding,Dessert,Medium,1.5,0,71,68,3
2025-08-21,Thursday,Chicken Curry,Main,Medium,12.7,0,148,131,17
2025-08-21,Thursday,Beef Stew,Main,High,12.7,0,97,92,5
2025-08-21,Thursday,Veg Pasta,Veg,Low,12.7,0,103,91,12
2025-08-21,Thursday,Rice,Side,Low,12.7,0,170,150,20
2025-08-21,Thursday,Chocolate Pudding,Dessert,Medium,12.7,0,79,72,7
2025-08-22,Friday,Chicken Curry,Main,Medium,-5.0,0,166,152,14
2025-08-22,Friday,Beef Stew,Main,High,-5.0,0,142,125,17
2025-08-22,Friday,Veg Pasta,Veg,Low,-5.0,0,131,120,11
2025-08-22,Friday,Rice,Side,Low,-5.0,0,210,190,20
2025-08-22,Friday,Chocolate Pudding,Dessert,Medium,-5.0,0,104,93,11
2025-08-25,Monday,Chicken Curry,Main,Medium,12.8,0,125,115,10
2025-08-25,Monday,Beef Stew,Main,High,12.8,0,147,129,18
2025-08-25,Monday,Veg Pasta,Veg,Low,12.8,0,107,97,10
2025-08-25,Monday,Rice,Side,Low,12.8,0,171,154,17
2025-08-25,Monday,Chocolate Pudding,Dessert,Medium,12.8,0,91,87,4
2025-08-26,Tuesday,Chicken Curry,Main,Medium,4.6,0,118,112,6
2025-08-26,Tuesday,Beef Stew,Main,High,4.6,0,115,101,14
2025-08-26,Tuesday,Veg Pasta,Veg,Low,4.6,0,96,89,7
2025-08-26,Tuesday,Rice,Side,Low,4.6,0,144,130,14
2025-08-26,Tuesday,Chocolate Pudding,Dessert,Medium,4.6,0,78,73,5
2025-08-27,Wednesday,Chicken Curry,Main,Medium,12.8,0,105,100,5
2025-08-27,Wednesday,Beef Stew,Main,High,12.8,0,103,92,11
2025-08-27,Wednesday,Veg Pasta,Veg,Low,12.8,0,88,80,8
2025-08-27,Wednesday,Rice,Side,Low,12.8,0,129,113,16
2025-08-27,Wednesday,Chocolate Pudding,Dessert,Medium,12.8,0,73,67,6
2025-08-28,Thursday,Chicken Curry,Main,Medium,14.1,0,121,112,9
2025-08-28,Thursday,Beef Stew,Main,High,14.1,0,118,108,10
2025-08-28,Thursday,Veg Pasta,Veg,Low,14.1,0,100,90,10
2025-08-28,Thursday,Rice,Side,Low,14.1,0,144,132,12
2025-08-28,Thursday,Chocolate Pudding,Dessert,Medium,14.1,0,66,61,5
2025-08-29,Friday,Chicken Curry,Main,Medium,14.7,0,154,143,11
2025-08-29,Friday,Beef Stew,Main,High,14.7,0,118,110,8
2025-08-29,Friday,Veg Pasta,Veg,Low,14.7,0,109,104,5
2025-08-29,Friday,Rice,Side,Low,14.7,0,192,181,11
2025-08-29,Friday,Chocolate Pudding,Dessert,Medium,14.7,0,93,86,7
2025-09-01,Monday,Chicken Curry,Main,Medium,-5.0,0,141,130,11
2025-09-01,Monday,Beef Stew,Main,High,-5.0,0,120,114,6
2025-09-01,Monday,Veg Pasta,Veg,Low,-5.0,0,112,104,8
2025-09-01,Monday,Rice,Side,Low,-5.0,0,182,163,19
2025-09-01,Monday,Chocolate Pudding,Dessert,Medium,-5.0,0,90,83,7
2025-09-02,Tuesday,Chicken Curry,Main,Medium,11.0,0,136,120,16
2025-09-02,Tuesday,Beef Stew,Main,High,11.0,0,120,107,13
2025-09-02,Tuesday,Veg Pasta,Veg,Low,11.0,0,97,92,5
2025-09-02,Tuesday,Rice,Side,Low,11.0,0,133,127,6
2025-09-02,Tuesday,Chocolate Pudding,Dessert,Medium,11.0,0,76,70,6
2025-09-03,Wednesday,Chicken Curry,Main,Medium,10.7,0,101,96,5
2025-09-03,Wednesday,Beef Stew,Main,High,10.7,0,104,96,8
2025-09-03,Wednesday,Veg Pasta,Veg,Low,10.7,0,87,78,9
2025-09-03,Wednesday,Rice,Side,Low,10.7,0,160,143,17
2025-09-03,Wednesday,Chocolate Pudding,Dessert,Medium,10.7,0,74,68,6
2025-09-04,Thursday,Chicken Curry,Main,Medium,0.1,0,152,135,17
2025-09-04,Thursday,Beef Stew,Main,High,0.1,0,131,116,15
2025-09-04,Thursday,Veg Pasta,Veg,Low,0.1,0,104,92,12
2025-09-04,Thursday,Rice,Side,Low,0.1,0,156,145,11
2025-09-04,Thursday,Chocolate Pudding,Dessert,Medium,0.1,0,86,78,8
2025-09-05,Friday,Chicken Curry,Main,Medium,25.0,0,126,113,13
2025-09-05,Friday,Beef Stew,Main,High,25.0,0,108,99,9
2025-09-05,Friday,Veg Pasta,Veg,Low,25.0,0,101,95,6
2025-09-05,Friday,Rice,Side,Low,25.0,0,158,149,9
2025-09-05,Friday,Chocolate Pudding,Dessert,Medium,25.0,0,85,81,4
2025-09-08,Monday,Chicken Curry,Main,Medium,25.1,0,146,139,7
2025-09-08,Monday,Beef Stew,Main,High,25.1,0,100,90,10
2025-09-08,Monday,Veg Pasta,Veg,Low,25.1,0,96,87,9
2025-09-08,Monday,Rice,Side,Low,25.1,0,150,131,19
2025-09-08,Monday,Chocolate Pudding,Dessert,Medium,25.1,0,75,69,6
2025-09-09,Tuesday,Chicken Curry,Main,Medium,3.9,0,136,130,6
2025-09-09,Tuesday,Beef Stew,Main,High,3.9,0,118,109,9
2025-09-09,Tuesday,Veg Pasta,Veg,Low,3.9,0,99,94,5
2025-09-09,Tuesday,Rice,Side,Low,3.9,0,154,145,9
2025-09-09,Tuesday,Chocolate Pudding,Dessert,Medium,3.9,0,74,71,3
2025-09-10,Wednesday,Chicken Curry,Main,Medium,9.4,0,145,128,17
2025-09-10,Wednesday,Beef Stew,Main,High,9.4,0,111,100,11
2025-09-10,Wednesday,Veg Pasta,Veg,Low,9.4,0,94,83,11
2025-09-10,Wednesday,Rice,Side,Low,9.4,0,142,131,11
2025-09-10,Wednesday,Chocolate Pudding,Dessert,Medium,9.4,0,73,68,5
2025-09-11,Thursday,Chicken Curry,Main,Medium,0.1,0,140,127,13
2025-09-11,Thursday,Beef Stew,Main,High,0.1,0,120,110,10
2025-09-11,Thursday,Veg Pasta,Veg,Low,0.1,0,105,98,7
2025-09-11,Thursday,Rice,Side,Low,0.1,0,144,137,7
2025-09-11,Thursday,Chocolate Pudding,Dessert,Medium,0.1,0,74,69,5
2025-09-12,Friday,Chicken Curry,Main,Medium,-5.0,0,162,153,9
2025-09-12,Friday,Beef Stew,Main,High,-5.0,0,153,140,13
2025-09-12,Friday,Veg Pasta,Veg,Low,-5.0,0,109,100,9
2025-09-12,Friday,Rice,Side,Low,-5.0,0,203,183,20
2025-09-12,Friday,Chocolate Pudding,Dessert,Medium,-5.0,0,103,97,6
2025-09-15,Monday,Chicken Curry,Main,Medium,7.3,0,143,130,13
2025-09-15,Monday,Beef Stew,Main,High,7.3,0,123,112,11
2025-09-15,Monday,Veg Pasta,Veg,Low,7.3,0,115,102,13
2025-09-15,Monday,Rice,Side,Low,7.3,0,166,157,9
2025-09-15,Monday,Chocolate Pudding,Dessert,Medium,7.3,0,83,74,9
2025-09-16,Tuesday,Chicken Curry,Main,Medium,18.2,0,123,116,7
2025-09-16,Tuesday,Beef Stew,Main,High,18.2,0,113,103,10
2025-09-16,Tuesday,Veg Pasta,Veg,Low,18.2,0,101,89,12
2025-09-16,Tuesday,Rice,Side,Low,18.2,0,129,120,9
2025-09-16,Tuesday,Chocolate Pudding,Dessert,Medium,18.2,0,82,77,5
2025-09-17,Wednesday,Chicken Curry,Main,Medium,6.0,0,138,126,12
2025-09-17,Wednesday,Beef Stew,Main,High,6.0,0,118,103,15
2025-09-17,Wednesday,Veg Pasta,Veg,Low,6.0,0,94,87,7
2025-09-17,Wednesday,Rice,Side,Low,6.0,0,152,138,14
2025-09-17,Wednesday,Chocolate Pudding,Dessert,Medium,6.0,0,79,69,10
2025-09-18,Thursday,Chicken Curry,Main,Medium,10.0,0,129,118,11
2025-09-18,Thursday,Beef Stew,Main,High,10.0,0,115,104,11
2025-09-18,Thursday,Veg Pasta,Veg,Low,10.0,0,77,68,9
2025-09-18,Thursday,Rice,Side,Low,10.0,0,155,139,16
2025-09-18,Thursday,Chocolate Pudding,Dessert,Medium,10.0,0,75,67,8
2025-09-19,Friday,Chicken Curry,Main,Medium,4.3,0,161,149,12
2025-09-19,Friday,Beef Stew,Main,High,4.3,0,122,114,8
2025-09-19,Friday,Veg Pasta,Veg,Low,4.3,0,132,116,16
2025-09-19,Friday,Rice,Side,Low,4.3,0,195,181,14
2025-09-19,Friday,Chocolate Pudding,Dessert,Medium,4.3,0,91,87,4
2025-09-22,Monday,Chicken Curry,Main,Medium,19.3,0,145,137,8
2025-09-22,Monday,Beef Stew,Main,High,19.3,0,130,117,13
2025-09-22,Monday,Veg Pasta,Veg,Low,19.3,0,117,104,13
2025-09-22,Monday,Rice,Side,Low,19.3,0,167,158,9
2025-09-22,Monday,Chocolate Pudding,Dessert,Medium,19.3,0,91,83,8
2025-09-23,Tuesday,Chicken Curry,Main,Medium,10.4,0,118,112,6
2025-09-23,Tuesday,Beef Stew,Main,High,10.4,0,105,93,12
2025-09-23,Tuesday,Veg Pasta,Veg,Low,10.4,0,99,87,12
2025-09-23,Tuesday,Rice,Side,Low,10.4,0,124,118,6
2025-09-23,Tuesday,Chocolate Pudding,Dessert,Medium,10.4,0,78,71,7
2025-09-24,Wednesday,Chicken Curry,Main,Medium,18.6,0,128,122,6
2025-09-24,Wednesday,Beef Stew,Main,High,18.6,0,88,82,6
2025-09-24,Wednesday,Veg Pasta,Veg,Low,18.6,0,86,80,6
2025-09-24,Wednesday,Rice,Side,Low,18.6,0,152,141,11
2025-09-24,Wednesday,Chocolate Pudding,Dessert,Medium,18.6,0,71,65,6
2025-09-25,Thursday,Chicken Curry,Main,Medium,18.4,1,83,75,8
2025-09-25,Thursday,Beef Stew,Main,High,18.4,1,81,77,4
2025-09-25,Thursday,Veg Pasta,Veg,Low,18.4,1,63,56,7
2025-09-25,Thursday,Rice,Side,Low,18.4,1,82,74,8
2025-09-25,Thursday,Chocolate Pudding,Dessert,Medium,18.4,1,54,49,5
2025-09-26,Friday,Chicken Curry,Main,Medium,14.1,0,148,132,16
2025-09-26,Friday,Beef Stew,Main,High,14.1,0,131,119,12
2025-09-26,Friday,Veg Pasta,Veg,Low,14.1,0,117,107,10
2025-09-26,Friday,Rice,Side,Low,14.1,0,178,166,12
2025-09-26,Friday,Chocolate Pudding,Dessert,Medium,14.1,0,84,77,7
2025-09-29,Monday,Chicken Curry,Main,Medium,5.1,0,134,127,7
2025-09-29,Monday,Beef Stew,Main,High,5.1,0,107,102,5
2025-09-29,Monday,Veg Pasta,Veg,Low,5.1,0,117,107,10
2025-09-29,Monday,Rice,Side,Low,5.1,0,168,149,19
2025-09-29,Monday,Chocolate Pudding,Dessert,Medium,5.1,0,80,77,3
2025-09-30,Tuesday,Chicken Curry,Main,Medium,20.3,0,117,111,6
2025-09-30,Tuesday,Beef Stew,Main,High,20.3,0,100,89,11
2025-09-30,Tuesday,Veg Pasta,Veg,Low,20.3,0,90,84,6
2025-09-30,Tuesday,Rice,Side,Low,20.3,0,155,142,13
2025-09-30,Tuesday,Chocolate Pudding,Dessert,Medium,20.3,0,81,71,10
2025-10-01,Wednesday,Chicken Curry,Main,Medium,15.9,0,126,113,13
2025-10-01,Wednesday,Beef Stew,Main,High,15.9,0,84,76,8
2025-10-01,Wednesday,Veg Pasta,Veg,Low,15.9,0,94,84,10
2025-10-01,Wednesday,Rice,Side,Low,15.9,0,163,143,20
2025-10-01,Wednesday,Chocolate Pudding,Dessert,Medium,15.9,0,82,73,9
2025-10-02,Thursday,Chicken Curry,Main,Medium,12.9,0,128,121,7
2025-10-02,Thursday,Beef Stew,Main,High,12.9,0,109,104,5
2025-10-02,Thursday,Veg Pasta,Veg,Low,12.9,0,106,98,8
2025-10-02,Thursday,Rice,Side,Low,12.9,0,153,140,13
2025-10-02,Thursday,Chocolate Pudding,Dessert,Medium,12.9,0,79,73,6
2025-10-03,Friday,Chicken Curry,Main,Medium,6.5,0,130,124,6
2025-10-03,Friday,Beef Stew,Main,High,6.5,0,124,110,14
2025-10-03,Friday,Veg Pasta,Veg,Low,6.5,0,130,115,15
2025-10-03,Friday,Rice,Side,Low,6.5,0,185,169,16
2025-10-03,Friday,Chocolate Pudding,Dessert,Medium,6.5,0,83,73,10
2025-10-06,Monday,Chicken Curry,Main,Medium,18.7,0,129,120,9
2025-10-06,Monday,Beef Stew,Main,High,18.7,0,126,113,13
2025-10-06,Monday,Veg Pasta,Veg,Low,18.7,0,98,91,7
2025-10-06,Monday,Rice,Side,Low,18.7,0,155,139,16
2025-10-06,Monday,Chocolate Pudding,Dessert,Medium,18.7,0,93,87,6
2025-10-07,Tuesday,Chicken Curry,Main,Medium,8.7,0,131,125,6
2025-10-07,Tuesday,Beef Stew,Main,High,8.7,0,107,100,7
2025-10-07,Tuesday,Veg Pasta,Veg,Low,8.7,0,92,82,10
2025-10-07,Tuesday,Rice,Side,Low,8.7,0,150,137,13
2025-10-07,Tuesday,Chocolate Pudding,Dessert,Medium,8.7,0,69,64,5
2025-10-08,Wednesday,Chicken Curry,Main,Medium,30.0,0,126,115,11
2025-10-08,Wednesday,Beef Stew,Main,High,30.0,0,100,90,10
2025-10-08,Wednesday,Veg Pasta,Veg,Low,30.0,0,90,84,6
2025-10-08,Wednesday,Rice,Side,Low,30.0,0,146,133,13
2025-10-08,Wednesday,Chocolate Pudding,Dessert,Medium,30.0,0,75,66,9
2025-10-09,Thursday,Chicken Curry,Main,Medium,18.7,0,134,125,9
2025-10-09,Thursday,Beef Stew,Main,High,18.7,0,108,100,8
2025-10-09,Thursday,Veg Pasta,Veg,Low,18.7,0,109,101,8
2025-10-09,Thursday,Rice,Side,Low,18.7,0,159,141,18
2025-10-09,Thursday,Chocolate Pudding,Dessert,Medium,18.7,0,73,70,3
2025-10-10,Friday,Chicken Curry,Main,Medium,13.7,0,153,140,13
2025-10-10,Friday,Beef Stew,Main,High,13.7,0,105,100,5
2025-10-10,Friday,Veg Pasta,Veg,Low,13.7,0,102,96,6
2025-10-10,Friday,Rice,Side,Low,13.7,0,178,159,19
2025-10-10,Friday,Chocolate Pudding,Dessert,Medium,13.7,0,75,69,6
2025-10-13,Monday,Chicken Curry,Main,Medium,12.2,1,99,94,5
2025-10-13,Monday,Beef Stew,Main,High,12.2,1,73,69,4
2025-10-13,Monday,Veg Pasta,Veg,Low,12.2,1,69,65,4
2025-10-13,Monday,Rice,Side,Low,12.2,1,130,118,12
2025-10-13,Monday,Chocolate Pudding,Dessert,Medium,12.2,1,59,56,3
2025-10-14,Tuesday,Chicken Curry,Main,Medium,17.0,0,145,130,15
2025-10-14,Tuesday,Beef Stew,Main,High,17.0,0,106,93,13
2025-10-14,Tuesday,Veg Pasta,Veg,Low,17.0,0,86,80,6
2025-10-14,Tuesday,Rice,Side,Low,17.0,0,169,151,18
2025-10-14,Tuesday,Chocolate Pudding,Dessert,Medium,17.0,0,72,69,3
2025-10-15,Wednesday,Chicken Curry,Main,Medium,3.6,0,159,139,20
2025-10-15,Wednesday,Beef Stew,Main,High,3.6,0,94,86,8
2025-10-15,Wednesday,Veg Pasta,Veg,Low,3.6,0,101,91,10
2025-10-15,Wednesday,Rice,Side,Low,3.6,0,154,137,17
2025-10-15,Wednesday,Chocolate Pudding,Dessert,Medium,3.6,0,73,67,6
2025-10-16,Thursday,Chicken Curry,Main,Medium,-5.0,0,150,141,9
2025-10-16,Thursday,Beef Stew,Main,High,-5.0,0,98,93,5
2025-10-16,Thursday,Veg Pasta,Veg,Low,-5.0,0,104,92,12
2025-10-16,Thursday,Rice,Side,Low,-5.0,0,161,141,20
2025-10-16,Thursday,Chocolate Pudding,Dessert,Medium,-5.0,0,81,76,5
2025-10-17,Friday,Chicken Curry,Main,Medium,-4.0,0,166,150,16
2025-10-17,Friday,Beef Stew,Main,High,-4.0,0,140,122,18
2025-10-17,Friday,Veg Pasta,Veg,Low,-4.0,0,109,102,7
2025-10-17,Friday,Rice,Side,Low,-4.0,0,195,174,21
2025-10-17,Friday,Chocolate Pudding,Dessert,Medium,-4.0,0,89,84,5
2025-10-20,Monday,Chicken Curry,Main,Medium,30.0,0,137,123,14
2025-10-20,Monday,Beef Stew,Main,High,30.0,0,106,96,10
2025-10-20,Monday,Veg Pasta,Veg,Low,30.0,0,109,97,12
2025-10-20,Monday,Rice,Side,Low,30.0,0,149,142,7
2025-10-20,Monday,Chocolate Pudding,Dessert,Medium,30.0,0,79,73,6
2025-10-21,Tuesday,Chicken Curry,Main,Medium,-0.5,0,149,132,17
2025-10-21,Tuesday,Beef Stew,Main,High,-0.5,0,110,101,9
2025-10-21,Tuesday,Veg Pasta,Veg,Low,-0.5,0,101,96,5
2025-10-21,Tuesday,Rice,Side,Low,-0.5,0,181,171,10
2025-10-21,Tuesday,Chocolate Pudding,Dessert,Medium,-0.5,0,77,72,5
2025-10-22,Wednesday,Chicken Curry,Main,Medium,19.4,1,82,78,4
2025-10-22,Wednesday,Beef Stew,Main,High,19.4,1,68,63,5
2025-10-22,Wednesday,Veg Pasta,Veg,Low,19.4,1,74,66,8
2025-10-22,Wednesday,Rice,Side,Low,19.4,1,89,79,10
2025-10-22,Wednesday,Chocolate Pudding,Dessert,Medium,19.4,1,53,50,3
2025-10-23,Thursday,Chicken Curry,Main,Medium,-5.0,0,143,134,9
2025-10-23,Thursday,Beef Stew,Main,High,-5.0,0,112,105,7
2025-10-23,Thursday,Veg Pasta,Veg,Low,-5.0,0,91,87,4
2025-10-23,Thursday,Rice,Side,Low,-5.0,0,162,142,20
2025-10-23,Thursday,Chocolate Pudding,Dessert,Medium,-5.0,0,85,77,8
2025-10-24,Friday,Chicken Curry,Main,Medium,30.0,0,128,114,14
2025-10-24,Friday,Beef Stew,Main,High,30.0,0,115,101,14
2025-10-24,Friday,Veg Pasta,Veg,Low,30.0,0,99,87,12
2025-10-24,Friday,Rice,Side,Low,30.0,0,169,150,19
2025-10-24,Friday,Chocolate Pudding,Dessert,Medium,30.0,0,90,82,8
2025-10-27,Monday,Chicken Curry,Main,Medium,-2.5,0,147,138,9
2025-10-27,Monday,Beef Stew,Main,High,-2.5,0,131,123,8
2025-10-27,Monday,Veg Pasta,Veg,Low,-2.5,0,105,100,5
2025-10-27,Monday,Rice,Side,Low,-2.5,0,144,128,16
2025-10-27,Monday,Chocolate Pudding,Dessert,Medium,-2.5,0,92,82,10
2025-10-28,Tuesday,Chicken Curry,Main,Medium,24.4,0,121,109,12
2025-10-28,Tuesday,Beef Stew,Main,High,24.4,0,92,85,7
2025-10-28,Tuesday,Veg Pasta,Veg,Low,24.4,0,96,92,4
2025-10-28,Tuesday,Rice,Side,Low,24.4,0,150,143,7
2025-10-28,Tuesday,Chocolate Pudding,Dessert,Medium,24.4,0,73,67,6
2025-10-29,Wednesday,Chicken Curry,Main,Medium,5.2,1,85,80,5
2025-10-29,Wednesday,Beef Stew,Main,High,5.2,1,64,60,4
2025-10-29,Wednesday,Veg Pasta,Veg,Low,5.2,1,56,54,2
2025-10-29,Wednesday,Rice,Side,Low,5.2,1,110,98,12
2025-10-29,Wednesday,Chocolate Pudding,Dessert,Medium,5.2,1,47,42,5
2025-10-30,Thursday,Chicken Curry,Main,Medium,-5.0,0,133,119,14
2025-10-30,Thursday,Beef Stew,Main,High,-5.0,0,109,101,8
2025-10-30,Thursday,Veg Pasta,Veg,Low,-5.0,0,110,97,13
2025-10-30,Thursday,Rice,Side,Low,-5.0,0,154,139,15
2025-10-30,Thursday,Chocolate Pudding,Dessert,Medium,-5.0,0,90,81,9
2025-10-31,Friday,Chicken Curry,Main,Medium,12.9,0,137,129,8
2025-10-31,Friday,Beef Stew,Main,High,12.9,0,135,118,17
2025-10-31,Friday,Veg Pasta,Veg,Low,12.9,0,121,115,6
2025-10-31,Friday,Rice,Side,Low,12.9,0,182,169,13
